,year,ch4
1084,-212568,561.3333333
1085,-212102,590.7
1086,-211638,573.6666667
1087,-211179,573.2
1088,-210742,585.6666667
1089,-210311,583.0
1090,-209851,576.7
1091,-209400,593.2
1092,-208954,579.3333333
1093,-208528,558.3
1094,-208103,565.3333333
1095,-207662,547.9
1096,-207202,532.3333333
1097,-206762,511.0
1098,-206403,515.0
1099,-205835,504.4
1100,-205390,512.6
1101,-204902,499.2
1102,-204401,487.0
1103,-203931,505.5
1104,-203425,490.0
1105,-202936,487.7
1106,-202401,462.0
1107,-201846,493.0
1108,-201301,435.6666667
1109,-200725,489.4
1110,-200213,466.3
1111,-199708,541.3
1112,-199343,538.6666667
1113,-198791,529.7
1114,-198398,539.0
1115,-197400,627.3333333
1116,-196953,667.5
1117,-196515,609.3333333
1118,-196085,598.4
1119,-195632,579.4
1120,-195165,588.8
1121,-194666,564.3333333
1122,-194154,548.0
1123,-193655,534.0
1124,-193112,530.1
1125,-192550,487.6666667
1126,-191965,472.1
1127,-191329,493.3333333
1128,-190741,502.8
1129,-190150,511.9
1130,-189652,495.5
1131,-189120,471.0
1132,-188309,470.0
1133,-187650,432.3333333
1134,-187072,423.3
1135,-186546,425.0
1136,-185981,461.85
1137,-185465,446.0
1138,-184962,436.5
1139,-184255,447.2
1140,-183592,458.7
1141,-182905,475.6666667
1142,-182257,513.9
1143,-181766,532.0
1144,-180964,529.9
1145,-180323,527.6666667
1146,-179614,495.9
1147,-179069,496.3333333
1148,-178269,489.9
1149,-177626,451.9
1150,-176969,482.5
1151,-176470,479.3333333
1152,-175827,541.6
1153,-175301,550.3333333
1154,-174724,546.8
1155,-174079,499.0
1156,-173390,466.1
1157,-172788,471.3333333
1158,-172236,457.3
1159,-171683,427.3
1160,-171188,455.9
1161,-170480,433.0
1162,-169396,480.0
1163,-168816,484.2
1164,-168213,447.5
1165,-167602,442.3
1166,-167050,478.0
1167,-166542,444.9
1168,-166061,495.9
1169,-165539,495.3
1170,-164956,479.3333333
1171,-164359,449.3
1172,-163782,433.0
1173,-163198,423.8
1174,-162599,383.5
1175,-162023,392.9
1176,-161415,417.0
1177,-160896,410.9
1178,-160371,442.0
1179,-159839,413.0
1180,-159388,423.6666667
1181,-158660,410.1
1182,-158058,415.3333333
1183,-157526,406.9
1184,-157047,440.0
1185,-156569,407.2
1186,-156047,410.0
1187,-155480,400.2
1188,-154832,421.7
1189,-154208,399.2
1190,-153614,406.6666667
1191,-153071,384.5
1192,-152514,393.3333333
1193,-151972,402.6
1194,-151388,401.5
1195,-150831,413.0
1196,-150410,425.6666667
1197,-149764,422.0
1198,-149233,432.2
1199,-148698,400.1
1200,-148176,404.3333333
1201,-147685,441.2
1202,-147240,432.6666667
1203,-146632,427.8
1204,-146084,470.6666667
1205,-145559,423.4
1206,-145097,421.0
1207,-144482,409.8
1208,-144078,402.3
1209,-143448,390.9
1210,-142883,375.3333333
1211,-142352,400.875
1212,-141848,401.3333333
1213,-141259,385.1
1214,-140827,375.3333333
1215,-140216,368.1
1216,-139667,359.0
1217,-139124,349.1
1218,-138567,342.4
1219,-138021,357.7
1220,-137455,432.3333333
1221,-136919,367.6
1222,-136501,405.6666667
1223,-135868,394.9
1224,-135574,394.6666667
1225,-134855,375.0
1226,-134422,408.6666667
1227,-133852,381.5
1228,-133351,403.6
1229,-132850,415.1
1230,-132438,436.3333333
1231,-132034,427.5
1232,-131653,506.3333333
1233,-131289,448.8
1234,-130925,460.3333333
1235,-130596,461.7
1236,-130257,461.3333333
1237,-129955,455.8
1238,-129674,479.2
1239,-129401,494.1
1240,-129162,493.0
1241,-128924,487.1
1242,-128689,518.0
1243,-128459,521.2
1244,-128283,499.3333333
1245,-128060,512.1
1246,-127856,515.0
1247,-127678,531.0
1248,-127494,550.7
1249,-127323,551.5
1250,-127147,536.6666667
1251,-126971,534.5
1252,-126800,644.0
1253,-126635,725.5
1254,-126472,722.3333333
1255,-126320,703.6
1256,-126158,715.0
1257,-125982,706.0
1258,-125823,692.1
1259,-125687,678.8
1260,-125646,681.1
1261,-125471,677.0
1262,-125277,670.3
1263,-125080,646.0
1264,-124905,650.4
1265,-124728,651.3333333
1266,-124536,639.7
1267,-124321,659.6666667
1268,-124108,650.2
1269,-123914,657.875
1270,-123683,655.7
1271,-123486,646.6666667
1272,-123274,642.2
1273,-123070,641.6666667
1274,-122872,626.6
1275,-122703,632.0
1276,-122439,621.8
1277,-122243,621.3333333
1278,-122048,613.5
1279,-121850,611.1
1280,-121639,616.3
1281,-121438,615.0
1282,-121231,608.3
1283,-121052,606.8333333
1284,-120817,606.5
1285,-120605,599.0
1286,-120406,608.4
1287,-120210,607.3333333
1288,-119997,608.7
1289,-119791,603.2
1290,-119586,609.8
1291,-119384,613.0
1292,-119173,600.8
1293,-118964,598.0
1294,-118763,613.3
1295,-118546,590.6666667
1296,-118323,567.8
1297,-118119,575.6666667
1298,-117891,566.4
1299,-117679,571.2
1300,-117462,566.5
1301,-117290,590.6666667
1302,-117013,578.5
1303,-116793,577.6666667
1304,-116559,565.4
1305,-116319,578.6666667
1306,-116085,544.7
1307,-115865,548.0
1308,-115390,546.2
1309,-115145,533.3
1310,-114892,543.6666667
1311,-114649,528.0
1312,-114388,504.3333333
1313,-114122,495.1
1314,-113862,501.0
1315,-113586,496.0
1316,-113315,501.3333333
1317,-113052,472.2
1318,-112778,473.6
1319,-112506,473.1
1320,-111937,470.7
1321,-111646,470.6666667
1322,-111383,451.0
1323,-111002,466.6666667
1324,-110683,463.55
1325,-110360,455.0
1326,-110035,455.5
1327,-109699,474.3
1328,-109359,472.7
1329,-109032,496.3333333
1330,-108719,491.7
1331,-108380,504.6666667
1332,-108043,502.4
1333,-107698,508.6666667
1334,-107360,495.1
1335,-107011,507.6666667
1336,-106626,485.6
1337,-106234,474.7
1338,-105868,464.0
1339,-105530,460.0
1340,-105207,444.8
1341,-104898,483.0
1342,-104597,590.5
1343,-104325,595.3333333
1344,-104041,601.4
1345,-103749,617.6666667
1346,-103414,572.0
1347,-103084,595.8
1348,-102773,602.0
1349,-102469,581.3333333
1350,-102154,573.3
1351,-101837,559.0
1352,-101508,515.4
1353,-101206,498.3333333
1354,-100892,469.5
1355,-100592,472.3333333
1356,-100294,508.9
1357,-100072,490.8
1358,-99740,510.9
1359,-99481,542.3333333
1360,-99219,538.0
1361,-98948,547.0
1362,-98669,537.4
1363,-98378,547.0
1364,-98074,529.5
1365,-97805,530.3333333
1366,-97542,525.1
1367,-97272,525.8
1368,-96992,526.2
1369,-96715,523.6666667
1370,-96443,512.0
1371,-96194,511.3333333
1372,-95934,506.0
1373,-95672,504.6666667
1374,-95396,487.4
1375,-95134,491.0
1376,-94876,501.1
1377,-94607,495.0
1378,-94348,478.9
1379,-94070,485.6666667
1380,-93808,464.2
1381,-93537,453.0
1382,-93285,434.9
1383,-93013,442.0
1384,-92751,452.6
1385,-92506,436.3333333
1386,-92247,453.9
1387,-91990,434.0
1388,-91732,442.1
1389,-91481,435.6666667
1390,-90941,439.0
1391,-90662,441.9
1392,-90396,437.3333333
1393,-90113,436.9
1394,-89846,447.3333333
1395,-89601,447.5
1396,-89288,432.3
1397,-89012,436.6
1398,-88743,460.6666667
1399,-88449,447.3
1400,-88164,445.0
1401,-87631,463.3333333
1402,-87372,475.8
1403,-87111,493.6666667
1404,-86828,494.3
1405,-86558,500.8666667
1406,-86250,507.8
1407,-85950,502.3333333
1408,-85664,506.5
1409,-85389,479.6666667
1410,-85054,445.6
1411,-84776,448.0
1412,-84521,428.5
1413,-84258,468.0
1414,-83996,425.2
1415,-83816,429.2
1416,-83491,454.1
1417,-83254,452.3333333
1418,-82999,442.8
1419,-82751,450.3333333
1420,-82511,444.7
1421,-82275,464.0
1422,-82022,465.0
1423,-81788,485.3333333
1424,-81561,514.6
1425,-81326,559.7
1426,-81116,631.3
1427,-80916,629.3333333
1428,-80689,622.3
1429,-80468,616.3333333
1430,-80262,616.7
1431,-80033,605.5
1432,-79791,571.0
1433,-79573,595.3333333
1434,-79334,576.1
1435,-79126,584.0
1436,-78851,547.6
1437,-78619,549.3333333
1438,-78371,549.8
1439,-78153,535.3333333
1440,-77923,563.0
1441,-77675,536.0
1442,-77447,514.9
1443,-77196,515.0
1444,-76960,512.3
1445,-76695,496.975
1446,-76415,487.4
1447,-76200,477.0
1448,-75935,463.3
1449,-75644,450.3333333
1450,-75367,475.1
1451,-75106,472.0
1452,-74846,441.6
1453,-74579,441.6666667
1454,-74291,465.8
1455,-74022,422.2
1456,-73762,437.5
1457,-73474,424.3333333
1458,-73188,414.8
1459,-72934,415.6666667
1460,-72681,460.7
1461,-72441,476.6666667
1462,-72206,467.1
1463,-71966,469.0
1464,-71735,460.7
1465,-71482,451.1
1466,-71175,452.3
1467,-70904,447.6666667
1468,-70579,452.8
1469,-70258,457.3333333
1470,-69941,432.1
1471,-69660,432.0
1472,-69403,430.9
1473,-69148,448.6666667
1474,-68915,481.5
1475,-68683,475.4
1476,-68494,469.8
1477,-68221,472.6666667
1478,-67982,489.8
1479,-67636,450.3333333
1480,-67410,462.1
1481,-67026,460.0
1482,-66734,473.7
1483,-66329,456.0
1484,-66086,450.7
1485,-65782,479.6
1486,-65482,470.5
1487,-65126,452.6666667
1488,-64867,459.3
1489,-64538,449.3333333
1490,-64305,460.7
1491,-63976,444.0
1492,-63665,475.6
1493,-63308,456.6666667
1494,-63034,461.1
1495,-62703,461.9
1496,-62400,439.7
1497,-62067,434.0
1498,-61817,488.8
1499,-61482,484.0
1500,-61253,467.5
1501,-60868,444.0
1502,-60605,443.7
1503,-60251,430.0
1504,-60007,438.7
1505,-59696,430.8
1506,-59100,431.6666667
1507,-58898,436.61
1508,-58862,412.0
1509,-58597,425.3333333
1510,-58390,430.1
1511,-58098,426.3333333
1512,-57914,442.7
1513,-57640,425.0
1514,-57416,434.9
1515,-57103,441.8
1516,-56930,454.2
1517,-56660,523.0
1518,-56441,502.1
1519,-56207,554.0
1520,-56042,561.1
1521,-55771,519.6666667
1522,-55585,514.8
1523,-55306,541.6666667
1524,-54893,553.9
1525,-54840,542.9
1526,-54642,550.1
1527,-54366,546.0
1528,-53856,483.0
1529,-53845,534.2
1530,-53642,466.0
1531,-53338,460.6666667
1532,-53135,514.37
1533,-52880,475.6666667
1534,-52452,461.6
1535,-52150,437.04
1536,-51922,438.0
1537,-51738,438.15
1538,-51481,513.0
1539,-51248,535.1
1540,-51039,530.0
1541,-50864,529.3
1542,-50582,542.6666667
1543,-50398,566.5
1544,-50169,526.6
1545,-49933,530.9
1546,-49670,517.0
1547,-49476,544.03
1548,-49193,515.0
1549,-48970,510.15
1550,-48672,493.0
1551,-48490,489.02
1552,-48241,469.6666667
1553,-47940,491.65
1554,-47765,451.8
1555,-47538,433.5
1556,-47307,464.0
1557,-46988,461.23
1558,-46727,435.0
1559,-46223,414.0
1560,-46002,452.8
1561,-45718,436.6666667
1562,-45521,424.5
1563,-45270,441.4
1564,-45237,432.1
1565,-45038,440.27
1566,-44794,493.0
1567,-44598,499.35
1568,-44389,514.0
1569,-44263,497.47
1570,-43927,499.3333333
1571,-43748,487.05
1572,-43464,466.6666667
1573,-43284,489.81
1574,-43038,461.6666667
1575,-42724,468.67
1576,-42452,427.3333333
1577,-42212,430.6
1578,-41912,411.3333333
1579,-41639,415.43
1580,-41486,437.4
1581,-41395,463.0
1582,-41168,481.5
1583,-41086,486.3
1584,-40934,470.0
1585,-40889,471.4
1586,-40728,446.4
1587,-40546,455.9
1588,-40346,415.111879
1589,-40212,416.1
1590,-40101,429.0461436
1591,-39976,413.8794188
1592,-39736,458.1
1593,-39510,467.2
1594,-39419,464.6666667
1595,-39401,465.1
1596,-39315,461.9
1597,-39307,465.3
1598,-39273,457.4
1599,-39215,441.68
1600,-39159,433.4
1601,-39118,433.9
1602,-39107,419.7
1603,-39000,433.3
1604,-38909,422.3833333
1605,-38897,446.9
1606,-38853,426.2
1607,-38698,418.5
1608,-38685,413.0
1609,-38475,420.1
1610,-38420,429.0
1611,-38343,449.9
1612,-38268,440.4028598
1613,-38260,447.5
1614,-38212,442.4
1615,-38101,413.5
1616,-38080,422.3
1617,-38046,423.8
1618,-37857,410.9
1619,-37840,418.7
1620,-37804,418.7
1621,-37640,427.0
1622,-37422,443.7
1623,-37225,450.1
1624,-37069,441.3
1625,-36847,455.1
1626,-36471,440.15
1627,-36287,443.0
1628,-36095,526.275
1629,-35943,481.0
1630,-35898,539.5
1631,-35801,539.0
1632,-35725,546.675
1633,-35609,543.9
1634,-35574,556.7
1635,-35564,560.4
1636,-35456,580.4
1637,-35416,563.275
1638,-35348,571.9
1639,-35249,548.2
1640,-35237,536.3
1641,-35176,586.7
1642,-35038,534.375
1643,-34986,533.6
1644,-34662,523.8
1645,-34572,494.45
1646,-34423,468.5
1647,-34358,470.8
1648,-34154,441.3
1649,-34049,440.3
1650,-33942,440.75
1651,-33890,425.2
1652,-33814,425.6
1653,-33699,444.0
1654,-33539,420.6
1655,-33380,426.9
1656,-33288,491.85
1657,-33231,497.7
1658,-33110,514.3
1659,-32995,512.5
1660,-32954,519.85
1661,-32950,519.2
1662,-32718,489.0
1663,-32627,457.0
1664,-32580,447.05
1665,-32387,428.0
1666,-32234,430.0
1667,-32129,430.075
1668,-32095,420.4
1669,-31906,419.0
1670,-31859,415.4
1671,-31784,425.9
1672,-31737,478.7
1673,-31530,460.9
1674,-31298,444.3
1675,-31251,443.3
1676,-31198,439.6
1677,-31110,427.65
1678,-31076,423.5
1679,-30953,432.0
1680,-30863,414.5
1681,-30817,404.0
1682,-30694,404.6
1683,-30637,410.4
1684,-30464,409.15
1685,-30419,451.9
1686,-30303,430.625
1687,-30213,470.8
1688,-30119,457.4
1689,-29945,440.9
1690,-29842,421.625
1691,-29805,426.5
1692,-29453,412.0
1693,-29247,404.425
1694,-29024,391.7
1695,-28810,408.475
1696,-28668,409.7
1697,-28197,392.375
1698,-28029,399.3
1699,-27751,391.0
1700,-27368,367.7
1701,-27140,388.3
1702,-26813,443.875
1703,-26552,414.0
1704,-26335,402.375
1705,-26185,399.0
1706,-25945,381.925
1707,-25729,426.3
1708,-25553,406.3
1709,-25385,395.85
1710,-25123,386.2
1711,-24968,387.0
1712,-24681,396.3
1713,-24039,364.125
1714,-23874,355.0
1715,-23649,365.0
1716,-23379,369.7
1717,-22977,372.475
1718,-22771,388.7
1719,-22565,372.7
1720,-22349,360.0
1721,-22134,375.1
1722,-21938,398.0
1723,-21797,386.475
1724,-21522,389.7
1725,-21328,389.75
1726,-21179,390.0
1727,-20945,384.65
1728,-20767,407.3
1729,-20035,355.3
1730,-19836,357.3
1731,-19519,357.0
1732,-19267,353.7
1733,-19004,364.8082455
1734,-18757,378.3
1735,-18518,366.7327831
1736,-18515,383.75
1737,-18174,375.3
1738,-18013,373.7419869
1739,-17742,351.3
1740,-17730,356.3
1741,-17529,377.0
1742,-17500,358.0826297
1743,-17366,365.7
1744,-16940,378.7
1745,-16923,372.7418456
1746,-16568,371.0
1747,-16558,378.336
1748,-16540,370.9
1749,-16306,375.3
1750,-15973,371.3
1751,-15958,377.2381364
1752,-15838,366.3
1753,-15592,383.7
1754,-15580,366.152
1755,-15555,375.4
1756,-15366,371.3
1757,-15124,388.8398486
1758,-15095,395.4
1759,-14882,381.3
1760,-14876,408.3
1761,-14667,404.1524256
1762,-14654,409.2
1763,-14480,404.7
1764,-14292,427.3
1765,-14263,423.7
1766,-14110,418.7
1767,-13920,473.3
1768,-13915,438.4386673
1769,-13894,441.2
1770,-13605,456.0
1771,-13595,441.3803499
1772,-13442,451.7
1773,-13266,451.0
1774,-13252,463.0097119
1775,-13016,475.7
1776,-12919,469.8641497
1777,-12760,459.3
1778,-12604,468.6689331
1779,-12596,469.6166667
1780,-12584,461.0
1781,-12361,476.0199447
1782,-12339,464.7
1783,-12059,568.8756288
1784,-12001,596.8829014
1785,-11991,578.3
1786,-11821,611.7
1787,-11696,630.0
1788,-11687,623.2599844
1789,-11674,618.6
1790,-11547,613.0
1791,-11477,618.7
1792,-11468,624.8581951
1793,-11406,628.4335
1794,-11305,645.7
1795,-11128,653.3
1796,-11119,670.4033836
1797,-10959,661.7
1798,-10933,661.4955
1799,-10797,646.0
1800,-10785,610.4635896
1801,-10654,643.3
1802,-10534,627.0
1803,-10526,650.993563
1804,-10387,542.0
1805,-10143,478.5904994
1806,-10088,466.7
1807,-10083,480.2567037
1808,-9971,462.3
1809,-9858,482.7
1810,-9848,462.0160152
1811,-9766,477.3
1812,-9674,467.7
1813,-9660,488.431719
1814,-9459,469.0
1815,-9382,559.0
1816,-9374,643.4884398
1817,-9266,664.7
1818,-9180,654.3
1819,-9173,652.519
1820,-9127,633.3
1821,-9116,650.4022932
1822,-8974,703.0
1823,-8921,679.2116836
1824,-8867,673.3
1825,-8861,693.5484963
1826,-8757,680.7
1827,-8708,684.5189354
1828,-8661,666.0
1829,-8654,671.3971893
1830,-8567,652.0
1831,-8528,668.6787834
1832,-8459,661.3
1833,-8443,672.163994
1834,-8323,688.0
1835,-8302,682.4566084
1836,-8253,678.0
1837,-8241,694.2864599
1838,-8147,698.0
1839,-8086,717.0515
1840,-8011,678.0
1841,-7932,685.0
1842,-7885,674.6233881
1843,-7850,682.3
1844,-7844,669.5888899
1845,-7768,673.840889
1846,-7749,676.3
1847,-7689,693.0557214
1848,-7641,683.3
1849,-7636,688.95
1850,-7583,685.4014167
1851,-7559,682.3
1852,-7509,675.3505458
1853,-7441,676.3347122
1854,-7361,673.7
1855,-7355,670.9140778
1856,-7331,675.0227138
1857,-7257,663.3
1858,-7198,666.430382
1859,-7185,665.0
1860,-7183,664.0419989
1861,-7134,664.7
1862,-7130,671.35
1863,-7070,663.5094977
1864,-7010,670.7
1865,-6955,647.6441176
1866,-6891,657.3
1867,-6881,673.7165
1868,-6821,657.5
1869,-6813,676.1815996
1870,-6758,675.4418396
1871,-6697,659.0
1872,-6693,670.74
1873,-6599,657.3
1874,-6572,661.5987688
1875,-6502,653.7
1876,-6485,654.1022348
1877,-6427,659.7
1878,-6420,648.0380811
1879,-6381,664.5976184
1880,-6323,649.3
1881,-6319,647.171
1882,-6251,659.5559579
1883,-6221,640.7
1884,-6205,641.85
1885,-6158,640.3333333
1886,-6139,651.0
1887,-6117,623.9108336
1888,-6115,632.6666667
1889,-6103,626.4409586
1890,-6088,605.7
1891,-6062,632.3333333
1892,-6035,659.97201
1893,-6006,624.3
1894,-5962,613.0637808
1895,-5941,589.0
1896,-5924,612.3333333
1897,-5921,600.0956824
1898,-5906,597.7
1899,-5891,620.0
1900,-5873,613.6666667
1901,-5828,612.4652947
1902,-5818,610.7
1903,-5811,619.5308021
1904,-5772,617.9202967
1905,-5754,623.3333333
1906,-5738,619.5719928
1907,-5719,623.0
1908,-5709,619.0693297
1909,-5666,619.9539491
1910,-5622,622.7
1911,-5593,616.5103982
1912,-5573,617.0
1913,-5547,609.7
1914,-5546,625.2244872
1915,-5479,617.44583
1916,-5458,602.443527
1917,-5455,611.7
1918,-5360,623.1917464
1919,-5338,601.7
1920,-5303,618.226687
1921,-5259,618.3
1922,-5177,622.5149715
1923,-5155,607.3
1924,-5154,612.446
1925,-5069,609.7
1926,-5065,631.0443895
1927,-5010,613.5436639
1928,-4973,607.0
1929,-4951,632.5764859
1930,-4866,605.3
1931,-4787,607.9864841
1932,-4758,603.3
1933,-4757,635.9298692
1934,-4740,603.6
1935,-4686,606.5437038
1936,-4659,595.3
1937,-4656,601.4185
1938,-4648,599.0
1939,-4591,601.6308641
1940,-4552,601.5953347
1941,-4502,616.8977809
1942,-4453,587.7
1943,-4434,587.1366406
1944,-4400,581.0495945
1945,-4396,580.0
1946,-4391,577.119004
1947,-4354,591.9237093
1948,-4313,583.1917793
1949,-4306,577.0
1950,-4301,590.127
1951,-4165,589.8184557
1952,-4108,596.6476978
1953,-4083,581.0
1954,-4079,597.1554737
1955,-4072,591.7
1956,-4043,602.4646452
1957,-4039,564.0
1958,-3964,584.4424811
1959,-3920,569.9914556
1960,-3884,575.0
1961,-3762,586.1507089
1962,-3734,584.3
1963,-3706,581.4602016
1964,-3703,569.7
1965,-3700,577.6611797
1966,-3693,571.3
1967,-3647,591.1240422
1968,-3606,568.3
1969,-3599,563.4806102
1970,-3575,580.6022905
1971,-3523,579.5658932
1972,-3508,566.0
1973,-3468,570.1361675
1974,-3413,565.0
1975,-3387,576.801097
1976,-3322,564.2
1977,-3319,560.745267
1978,-3271,573.7062461
1979,-3206,558.3
1980,-3199,552.665624
1981,-3161,550.596
1982,-3117,563.0
1983,-3051,561.0
1984,-2918,567.7
1985,-2914,572.6807521
1986,-2899,569.9
1987,-2873,578.5428881
1988,-2805,563.3
1989,-2789,569.902
1990,-2751,559.6650635
1991,-2732,563.0
1992,-2674,559.659818
1993,-2639,579.7013541
1994,-2600,559.5086695
1995,-2546,580.0672454
1996,-2523,561.7
1997,-2520,582.4490752
1998,-2510,568.1
1999,-2489,569.8833134
2000,-2415,569.7
2001,-2406,583.993827
2002,-2375,579.021
2003,-2359,567.7
2004,-2355,577.3
2005,-2223,581.8659941
2006,-2191,570.3
2007,-2131,563.0
2008,-2128,575.7
2009,-2044,567.7
2010,-2036,548.9266811
2011,-2014,575.1261252
2012,-1954,578.3925521
2013,-1941,573.5
2014,-1823,575.8749785
2015,-1746,580.7
2016,-1740,578.0
2017,-1663,577.7
2018,-1652,595.6684431
2019,-1622,574.5989508
2020,-1566,559.5379345
2021,-1556,569.8
2022,-1483,572.7
2023,-1409,589.1519454
2024,-1357,581.3
2025,-1260,567.7
2026,-1189,589.4574439
2027,-1156,576.0
2028,-1076,572.7
2029,-1048,581.1818009
2030,-927,577.0
2031,-907,577.0200136
2032,-850,578.3
2033,-843,579.6288433
2034,-784,582.517837
2035,-773,587.9
2036,-769,580.0
2037,-766,590.3055
2038,-674,586.3685968
2039,-651,591.7
2040,-568,590.0
2041,-564,603.0
2042,-531,578.8931934
2043,-473,591.7
2044,-463,604.4481798
2045,-438,592.8089959
2046,-375,597.0
2047,-371,594.1057316
2048,-359,594.7
2049,-324,597.3161697
2050,-257,601.7
2051,-168,608.7
2052,-164,594.286
2053,-154,590.6
2054,-94,603.7
2055,-44,599.2280749
2056,-1,605.4002909
2057,43,613.3
2058,157,613.0
2059,175,617.6147798
2060,223,623.0776819
2061,232,614.5
2062,272,623.4050771
2063,321,623.3
2064,330,610.2707956
2065,399,630.437945
2066,423,631.7
2067,507,638.2916239
2068,519,631.3
2069,600,650.2330673
2070,612,634.9288889
2071,701,634.8718624
2072,724,628.7
2073,732,642.6591809
2074,818,643.7
2075,858,633.223011
2076,912,634.7
2077,1003,636.2143933
2078,1008,
2079,1010,640.2
2080,1048,
2081,1053,647.9198051
2082,1080,647.0
2083,1088,663.9678815
2084,1098,
2085,1148,
2086,1198,
2087,1207,643.3
2088,1214,679.5
2089,1248,
2090,1272,668.9100188
2091,1282,666.7
2092,1329,
2093,1389,
2094,1396,680.389
2095,1411,667.8
2096,1416,669.6681366
2097,1448,
2098,1467,
2099,1471,644.3
2100,1491,670.1453219
2101,1501,
2102,1529,
2103,1547,680.8545
2104,1549,
2105,1568,684.3
2106,1572,
2107,1591,
2108,1605,651.4369118
2109,1606,
2110,1622,
2111,1649,
2112,1652,675.885861
2113,1681,
2114,1691,679.3078377
2115,1694,
2116,1722,
2117,1742,682.7
2118,1747,695.6475972
2119,1749,
2120,1751,
2121,1762,
2122,1765,726.8
2123,1779,
2124,1796,
2125,1798,
2126,1798,710.4896326
2127,1820,761.7
2128,1824,784.47
2129,1827,
2130,1834,
2131,1842,
2132,1847,
2133,1852,
2134,1856,
2135,1863,
2136,1871,
2137,1879,
2138,1884,
2139,1888,
2140,1893,
2141,1894,
2142,1900,
2143,1901,
2144,1907,
2145,1914,
2146,1917,
2147,1926,
2148,1928,
2149,1931,
2150,1934,
2151,1936,
2152,1936,907.0
2153,1938,
2154,1940,
2155,1941,
2156,1942,
2157,1944,
2158,1946,
2159,1950,
2160,1955,
2161,1956,
2162,1957,
2163,1961,
2164,1964,
2165,1965,
2166,1967,
2167,1970,
2168,1971,
2169,1972,
2170,1973,
2171,1974,
2172,1975,
2173,1977,
2174,1980,
2176,1984,
2177,1985,
2178,1986,
2179,1987,
2180,1988,
2181,1989,
2182,1990,
2183,1991,
2184,1992,
2185,1993,
2186,1994,
2187,1995,
2188,1996,
2189,1997,
2190,1998,
2191,1999,
2192,2000,
2193,2001,
2194,2002,
2195,2003,
2196,2004,
2197,2005,
2198,2006,
2199,2007,
2200,2008,
2201,2009,
2202,2010,
2203,2011,
2204,2012,
2205,2013,
2206,2014,
2207,2015,
