year,temp
-327734,-54.01
-327870,-54.03
-328001,-53.73
-328133,-53.58
-328263,-53.54
-328392,-53.53
-328532,-54.35
-328665,-53.79
-328802,-54.18
-328940,-54.15
-329086,-54.84
-329229,-54.6
-329371,-54.62
-329510,-54.45
-329648,-54.24
-329774,-53.47
-329899,-53.48
-330029,-53.62
-330146,-52.71
-330266,-52.67
-330380,-52.49
-330491,-52.18
-330599,-51.73
-330703,-51.23
-330812,-51.97
-330921,-51.96
-331025,-51.31
-331128,-51.31
-331228,-51.02
-331327,-50.75
-331428,-51.16
-331534,-51.27
-331639,-51.15
-331746,-51.6
-331853,-51.49
-331951,-50.8
-332049,-50.88
-332152,-51.6
-332257,-51.41
-332366,-51.81
-332472,-51.63
-332578,-51.69
-332691,-52.46
-332812,-52.9
-332929,-52.89
-333050,-53.14
-333170,-53.35
-333299,-53.97
-333426,-53.7
-333563,-54.57
-333704,-55.12
-333848,-55.16
-333997,-55.45
-334148,-55.98
-334309,-56.42
-334475,-56.64
-334641,-56.67
-334811,-57.15
-334987,-57.44
-335166,-57.28
-335345,-57.67
-335527,-57.66
-335716,-58.0
-335913,-58.48
-336114,-58.62
-336323,-59.1
-336542,-59.57
-336773,-60.18
-337002,-60.0
-337240,-60.45
-337484,-60.71
-337740,-61.05
-337999,-61.46
-338269,-61.6
-338550,-62.21
-338848,-62.89
-339170,-63.68
-339504,-64.06
-339824,-63.49
-340152,-63.72
-340498,-64.16
-340810,-63.480000000000004
-341148,-63.64
-341453,-62.83
-341777,-63.53
-342091,-63.12
-342417,-63.35
-342738,-63.34
-343050,-63.03
-343367,-63.19
-343673,-62.79
-343983,-62.93
-344306,-63.38
-344606,-62.51
-344918,-62.96
-345230,-62.99
-345515,-61.94
-345818,-62.64
-346140,-63.24
-346457,-63.11
-346757,-62.5
-347018,-61.019999999999996
-347309,-62.230000000000004
-347589,-61.7
-347871,-61.78
-348156,-61.86
-348459,-62.6
-348752,-62.11
-349049,-62.33
-349349,-62.39
-349649,-62.37
-349945,-62.22
-350245,-62.36
-350543,-62.47
-350844,-62.13
-351140,-62.09
-351428,-61.9
-351719,-62.44
-352007,-62.05
-352321,-62.65
-352650,-63.08
-352984,-63.29
-353324,-63.5
-353659,-63.37
-353993,-63.37
-354318,-63.019999999999996
-354644,-63.07
-354977,-63.28
-355308,-63.2
-355647,-63.44
-355985,-63.49
-356332,-63.3
-356663,-62.91
-356997,-63.019999999999996
-357331,-63.2
-357648,-62.34
-357980,-63.1
-358298,-62.34
-358634,-63.24
-358942,-62.19
-359272,-62.89
-359584,-62.39
-359885,-61.9
-360200,-62.11
-360523,-62.76
-360815,-61.57
-361110,-60.57
-361404,-61.61
-361710,-62.05
-362008,-61.7
-362313,-61.96
-362642,-62.64
-362969,-62.69
-363273,-61.86
-363575,-61.730000000000004
-363886,-62.08
-364196,-62.05
-364505,-61.96
-364823,-62.3
-365134,-62.0
-365438,-61.68
-365738,-61.230000000000004
-366042,-61.88
-366353,-62.14
-366690,-62.79
-367013,-62.32
-367325,-61.9
-367636,-61.86
-367931,-61.269999999999996
-368233,-61.54
-368537,-61.56
-368818,-60.67
-369106,-60.99
-369395,-60.96
-369682,-60.89
-369971,-60.94
-370252,-60.61
-370521,-60.2
-370775,-59.46
-371039,-59.92
-371316,-60.4
-371600,-60.66
-371894,-60.99
-372200,-61.36
-372539,-62.44
-372875,-62.28
-373208,-62.16
-373536,-61.95
-373859,-61.76
-374182,-61.72
-374500,-61.51
-374803,-60.96
-375112,-61.17
-375414,-60.96
-375720,-61.0
-376014,-60.7
-376332,-61.35
-376638,-60.85
-376932,-60.43
-377224,-60.31
-377515,-60.26
-377798,-59.94
-378068,-59.41
-378340,-59.47
-378621,-59.78
-378896,-59.519999999999996
-379168,-59.42
-379429,-58.92
-379694,-59.1
-379961,-58.26
-380227,-59.019999999999996
-380518,-59.65
-380803,-59.74
-381085,-59.59
-381391,-60.47
-381694,-60.37
-382005,-60.56
-382305,-60.13
-382599,-59.87
-382888,-59.68
-383157,-58.86
-383439,-59.38
-383723,-59.43
-383992,-58.81
-384257,-58.82
-384519,-57.79
-384766,-57.17
-385026,-58.38
-385302,-59.06
-385587,-59.24
-385889,-59.85
-386193,-59.87
-386517,-60.49
-386838,-60.36
-387187,-61.2
-387530,-60.980000000000004
-387854,-60.3
-388185,-60.480000000000004
-388497,-59.85
-388792,-59.18
-389090,-59.230000000000004
-389395,-59.46
-389694,-59.2
-389992,-59.15
-390281,-58.76
-390564,-58.53
-390840,-58.17
-391107,-57.83
-391374,-57.82
-391630,-57.28
-391881,-57.11
-392129,-56.87
-392377,-56.93
-392618,-56.5
-392864,-56.8
-393107,-56.6
-393330,-55.62
-393551,-55.48
-393787,-56.21
-394015,-55.81
-394242,-55.73
-394463,-55.45
-394684,-55.43
-394895,-54.9
-395108,-54.95
-395317,-54.75
-395526,-54.78
-395726,-54.21
-395935,-54.7
-396145,-54.72
-396369,-55.44
-396587,-55.07
-396785,-54.03
-396985,-54.14
-397181,-53.86
-397390,-54.57
-397593,-54.19
-397796,-54.11
-397996,-53.99
-398193,-53.8
-398382,-53.34
-398564,-52.9
-398754,-53.35
-398951,-53.67
-399144,-53.52
-399326,-52.72
-399510,-52.88
-399694,-52.87
-399880,-52.93
-400065,-52.92
-400242,-52.32
-400430,-53.01
-400613,-52.71
-400791,-52.36
-400967,-52.3
-401138,-51.88
-401317,-52.38
-401494,-52.23
-401674,-52.49
-401853,-52.3
-402034,-52.6
-402221,-52.86
-402398,-52.09
-402579,-52.4
-402764,-52.62
-402950,-52.72
-403130,-52.28
-403314,-52.94
-403491,-52.09
-403667,-52.01
-403840,-51.85
-404012,-51.79
-404192,-52.28
-404380,-52.71
-404558,-52.06
-404740,-52.23
-404910,-51.35
-405081,-51.6
-405265,-52.31
-405434,-51.6
-405617,-52.44
-405796,-52.05
-405972,-51.83
-406155,-52.33
-406342,-52.51
-406533,-52.73
-406719,-52.67
-406899,-52.41
-407078,-52.29
-407267,-52.77
-407452,-52.37
-407638,-52.7
-407831,-52.77
-408030,-52.93
-408224,-52.92
-408424,-52.78
-408627,-53.03
-408828,-52.78
-409036,-53.03
-409244,-53.13
-409452,-52.86
-409655,-53.55
-409867,-53.78
-410096,-54.06
-410327,-54.01
-410557,-54.07
-410789,-54.42
-411027,-53.84
-411248,-54.02
-411482,-54.27
-411719,-53.82
-411952,-53.93
-412189,-54.58
-412442,-54.24
-412689,-54.07
-412932,-54.33
-413182,-54.38
-413434,-53.89
-413676,-54.19
-413925,-54.19
-414175,-54.4
-414430,-53.87
-414674,-54.17
-414924,-53.83
-415168,-53.67
-415408,-54.12
-415658,-54.18
-415910,-53.89
-416156,-54.42
-416414,-54.49
-416674,-54.78
-416939,-54.82
-417183,-54.74
-417448,-54.85
-417716,-54.59
-417979,-55.12
-418253,-54.98
-418524,-54.79
-418791,-55.09
-419063,-55.25
-419340,-55.87
-419632,-55.93
-419921,-56.22
-420221,-56.37
-420525,-56.05
-420818,-56.01
-421106,-56.71
-421409,-57.09
-421719,-56.6
-422013,-56.84
-422313,-55.79
-422586,-54.74
-422834,-54.41
-423077,-54.79
-423327,-55.49
-423587,-56.4
-423863,-56.35
-424140,-56.63
-424440,-57.17
-424765,-56.79
-425070,-57.43
-425393,-58.45
-425734,-59.2
-426115,-59.13
-426494,-60.33
-426918,-60.55
-427309,-61.11
-427768,-61.29
-428237,-62.08
-428743,-62.6
-429276,-62.69
-429817,-62.69
-430376,-62.69
-430920,-62.89
-431475,-62.62
-432019,-63.08
-432522,-62.67
-433073,-62.99
-433642,-62.53
-434191,-63.41
-434776,-64.13
-435317,-63.75
-435877,-64.1
-436473,-63.3
-437089,-63.69
-437675,-63.65
-438256,-63.54
-438848,-63.57
-439438,-63.230000000000004
-440004,-62.83
-440585,-62.92
-441170,-62.41
-441732,-61.65
-442266,-62.269999999999996
-442835,-61.95
-443392,-61.95
-443950,-62.15
-444521,-61.980000000000004
-445084,-60.65
-445586,-60.82
-446097,-61.06
-446623,-62.08
-447201,-61.78
-447769,-61.76
-448338,-62.15
-448931,-62.42
-449542,-61.2
-450092,-61.57
-450663,-62.39
-451279,-61.74
-451866,-60.84
-452450,-61.31
-453019,-61.51
-453600,-61.89
-454206,-62.71
-454863,-63.42
-455569,-63.2
-456266,-63.33
-456992,-63.3
-457702,-62.97
-458394,-62.84
-459081,-62.74
-459763,-61.95
-460400,-61.65
-461020,-62.13
-461670,-62.15
-462307,-62.58
-463001,-62.94
-463707,-63.0
-464417,-62.67
-465108,-62.53
-465790,-63.14
-466511,-62.08
-467165,-60.97
-467756,-61.76
-468387,-60.8
-468966,-59.68
-469485,-59.33
-469984,-58.5
-470442,-59.12
-470930,-60.0
-471459,-60.67
-472020,-61.51
-472626,-61.39
-473210,-60.25
-473746,-59.59
-474250,-59.11
-474729,-58.69
-475188,-58.45
-475636,-59.14
-476112,-59.69
-476612,-60.480000000000004
-477149,-60.230000000000004
-477673,-59.65
-478169,-59.45
-478655,-59.26
-479131,-59.44
-479621,-59.03
-480085,-58.84
-480539,-58.47
-480978,-58.65
-481421,-58.24
-481848,-58.26
-482275,-57.86
-482685,-58.04
-483101,-57.94
-483512,-57.89
-483920,-57.92
-484329,-57.72
-484729,-57.26
-485112,-57.25
-485494,-57.06
-485867,-56.9
-486235,-57.07
-486605,-55.86
-486939,-57.01
-487306,-56.89
-487670,-56.75
-488028,-56.81
-488388,-56.94
-488751,-57.31
-489126,-57.53
-489506,-57.75
-489895,-57.75
-490284,-57.92
-490678,-57.92
-491072,-58.0
-491466,-57.73
-491852,-58.43
-492258,-58.25
-492650,-58.28
-493051,-58.28
-493451,-58.29
-493850,-58.08
-494240,-58.24
-494634,-58.28
-495028,-58.47
-495426,-58.16
-495812,-58.47
-496207,-58.33
-496595,-58.43
-496984,-58.27
-497366,-58.22
-497744,-58.8
-498140,-58.75
-498532,-58.81
-498925,-58.91
-499319,-58.95
-499713,-59.31
-500117,-58.66
-500496,-58.93
-500882,-58.95
-501267,-58.87
-501646,-58.71
-502018,-58.96
-502396,-58.5
-502758,-58.9
-503130,-59.54
-503524,-59.82
-503925,-59.71
-504321,-59.41
-504704,-59.2
-505077,-59.13
-505446,-59.019999999999996
-505808,-59.05
-506170,-59.4
-506543,-60.5
-506952,-60.44
-507358,-60.230000000000004
-507754,-60.28
-508150,-60.05
-508537,-60.17
-508926,-60.26
-509317,-60.33
-509708,-60.36
-510099,-60.13
-510482,-60.03
-510859,-59.99
-511235,-60.12
-511613,-59.88
-511983,-59.269999999999996
-512332,-59.34
-512683,-59.5
-513039,-59.480000000000004
-513393,-58.96
-513731,-58.58
-514056,-58.51
-514379,-58.980000000000004
-514716,-58.81
-515048,-58.78
-515379,-58.01
-515687,-58.51
-516010,-57.96
-516317,-58.09
-516628,-57.97
-516935,-57.95
-517243,-57.73
-517545,-57.98
-517854,-57.91
-518161,-58.25
-518466,-57.95
-518776,-57.62
-519077,-58.44
-519403,-57.9
-519714,-57.97
-520028,-57.9
-520340,-58.08
-520660,-59.34
-521019,-59.05
-521371,-59.11
-521725,-58.8
-522072,-59.01
-522425,-58.79
-522778,-59.34
-523149,-58.85
-523502,-59.14
-523858,-59.43
-524234,-59.36
-524609,-59.32
-524985,-58.92
-525349,-59.4
-525733,-59.08
-526106,-58.81
-526472,-58.64
-526833,-58.94
-527207,-59.0
-527584,-59.68
-527989,-59.93
-528407,-60.57
-528854,-61.25
-529334,-61.83
-529845,-61.62
-530352,-62.21
-530891,-61.980000000000004
-531425,-62.21
-531976,-61.74
-532509,-61.7
-533044,-61.14
-533558,-61.49
-534094,-61.26
-534625,-61.32
-535163,-61.26
-535702,-60.97
-536244,-62.03
-536834,-62.269999999999996
-537441,-62.06
-538041,-61.96
-538639,-62.05
-539238,-61.93
-539838,-61.78
-540431,-61.6
-541014,-61.74
-541604,-61.85
-542199,-62.14
-542808,-62.63
-543417,-62.62
-544035,-62.64
-544654,-62.41
-545252,-61.67
-545796,-61.32
-546330,-61.67
-546868,-61.7
-547398,-61.31
-547905,-60.64
-548372,-59.85
-548811,-60.08
-549258,-60.78
-549723,-60.980000000000004
-550179,-61.44
-550657,-60.79
-551097,-60.730000000000004
-551531,-59.92
-551924,-59.57
-552300,-59.18
-552654,-59.019999999999996
-552998,-58.54
-553315,-57.85
-553613,-57.59
-553894,-57.75
-554176,-59.17
-554461,-58.71
-554769,-58.91
-555063,-59.57
-555358,-59.45
-555666,-59.88
-555961,-59.99
-556264,-60.16
-556564,-60.65
-556873,-61.36
-557183,-61.269999999999996
-557511,-60.980000000000004
-557828,-60.25
-558127,-59.980000000000004
-558402,-59.93
-558675,-59.71
-558940,-59.5
-559199,-59.15
-559454,-58.99
-559699,-59.14
-559939,-58.57
-560180,-58.5
-560407,-58.2
-560632,-58.16
-560849,-57.9
-561065,-57.83
-561275,-57.56
-561483,-57.72
-561686,-57.31
-561891,-57.37
-562089,-57.09
-562288,-56.99
-562482,-56.71
-562677,-57.08
-562865,-56.55
-563044,-56.57
-563229,-56.71
-563415,-56.77
-563604,-56.58
-563795,-56.13
-563983,-56.32
-564164,-56.34
-564348,-56.39
-564534,-56.3
-564721,-56.52
-564907,-55.94
-565097,-56.37
-565281,-55.92
-565470,-55.72
-565652,-56.18
-565831,-56.43
-566019,-55.94
-566211,-56.04
-566396,-55.88
-566582,-56.09
-566766,-56.01
-566955,-56.27
-567143,-55.99
-567335,-55.59
-567524,-55.97
-567706,-55.92
-567895,-56.14
-568084,-55.98
-568278,-56.0
-568469,-56.11
-568662,-55.98
-568857,-55.92
-569051,-55.99
-569244,-55.95
-569440,-55.88
-569635,-55.94
-569830,-56.19
-570027,-56.01
-570228,-56.29
-570428,-56.36
-570633,-55.93
-570840,-56.03
-571041,-55.82
-571243,-56.65
-571442,-56.13
-571658,-55.85
-571864,-55.79
-572066,-56.26
-572267,-55.81
-572478,-55.91
-572681,-55.73
-572887,-55.72
-573090,-55.87
-573294,-55.49
-573502,-55.64
-573704,-55.92
-573911,-56.12
-574126,-56.23
-574347,-56.23
-574573,-56.61
-574799,-56.45
-575031,-56.33
-575264,-56.37
-575497,-56.77
-575734,-56.45
-575982,-56.33
-576216,-56.21
-576452,-55.86
-576695,-55.42
-576933,-55.58
-577164,-55.6
-577402,-55.56
-577642,-55.66
-577886,-55.57
-578134,-55.96
-578385,-56.81
-578648,-57.54
-578928,-57.31
-579243,-57.95
-579557,-58.6
-579896,-58.730000000000004
-580263,-59.31
-580642,-60.22
-581049,-60.81
-581499,-61.53
-581978,-61.39
-582496,-60.4
-583034,-60.25
-583535,-60.6
-584040,-59.99
-584571,-61.019999999999996
-585084,-61.230000000000004
-585670,-60.61
-586255,-59.68
-586828,-59.12
-587364,-58.55
-587880,-57.98
-588387,-57.97
-588866,-59.49
-589351,-60.42
-589912,-60.18
-590524,-59.8
-591133,-59.59
-591716,-59.13
-592306,-58.82
-592871,-58.39
-593451,-58.92
-594009,-59.94
-594596,-60.81
-595240,-61.2
-595942,-60.92
-596717,-60.04
-597450,-59.85
-598146,-59.49
-598841,-59.68
-599537,-58.730000000000004
-600174,-58.83
-600838,-58.69
-601524,-58.72
-602200,-58.42
-602884,-58.01
-603557,-57.97
-604211,-57.71
-604869,-57.44
-605524,-56.85
-606129,-56.51
-606724,-56.24
-607319,-55.87
-607904,-55.59
-608475,-55.76
-609035,-55.97
-609591,-55.93
-610180,-55.96
-610767,-55.54
-611360,-55.85
-611928,-55.54
-612516,-55.8
-613110,-55.47
-613722,-55.78
-614323,-55.96
-614945,-56.44
-615583,-56.78
-616255,-56.29
-616954,-56.79
-617626,-56.88
-618328,-56.46
-619000,-56.45
-619694,-57.09
-620392,-57.02
-621104,-57.34
-621846,-57.13
-622612,-57.19
-623366,-56.7
-624123,-57.69
-624850,-58.92
-625647,-60.04
-626540,-61.67
-627536,-62.87
-628695,-63.22
-630014,-63.3
-631362,-62.74
-632726,-63.4
-634006,-63.42
-635360,-62.89
-636714,-63.18
-637998,-63.34
-639312,-63.36
-640639,-62.71
-641957,-62.230000000000004
-643169,-62.18
-644272,-62.21
-645378,-62.32
-646481,-61.96
-647572,-61.57
-648606,-61.97
-649603,-61.79
-650639,-62.22
-651638,-62.42
-652657,-62.08
-653661,-61.37
-654600,-61.21
-655470,-61.88
-656305,-62.019999999999996
-657143,-62.86
-658020,-62.519999999999996
-658915,-63.14
-659793,-62.8
-660703,-62.5
-661563,-62.32
-662339,-62.92
-663125,-63.44
-663937,-63.55
-664772,-63.53
-665596,-63.45
-666398,-63.39
-667179,-62.81
-667902,-61.74
-668559,-61.78
-669152,-62.12
-669756,-62.66
-670340,-62.75
-670958,-62.49
-671570,-62.18
-672182,-62.01
-672772,-61.55
-673343,-61.04
-673899,-60.44
-674414,-60.39
-674921,-61.21
-675380,-61.84
-675838,-61.4
-676317,-60.15
-676830,-59.17
-677319,-59.65
-677771,-60.45
-678172,-60.96
-678592,-61.519999999999996
-679037,-61.84
-679499,-61.45
-679985,-60.519999999999996
-680483,-60.08
-680962,-59.7
-681421,-59.84
-681842,-59.96
-682248,-59.730000000000004
-682660,-59.33
-683075,-59.18
-683481,-59.12
-683873,-59.11
-684261,-58.91
-684639,-58.57
-685015,-58.47
-685392,-58.23
-685758,-58.0
-686120,-57.94
-686485,-57.86
-686836,-58.0
-687186,-58.2
-687536,-57.85
-687886,-57.64
-688243,-57.55
-688590,-57.55
-688930,-57.09
-689269,-57.01
-689612,-57.25
-689938,-57.2
-690260,-57.0
-690589,-56.89
-690921,-56.54
-691238,-56.1
-691564,-56.05
-691880,-56.36
-692179,-56.32
-692489,-56.58
-692811,-56.5
-693122,-56.44
-693442,-56.33
-693763,-56.42
-694080,-56.27
-694401,-56.35
-694723,-56.57
-695042,-56.36
-695360,-56.19
-695687,-56.44
-696020,-56.38
-696349,-56.34
-696684,-56.42
-697024,-56.76
-697367,-57.05
-697715,-56.99
-698077,-57.25
-698454,-56.95
-698834,-56.81
-699227,-56.66
-699614,-56.27
-700002,-56.52
-700389,-56.9
-700769,-56.99
-701164,-56.86
-701579,-56.95
-702006,-57.28
-702434,-57.55
-702875,-57.71
-703337,-57.71
-703820,-57.96
-704320,-58.25
-704830,-58.2
-705362,-58.17
-705920,-58.06
-706486,-58.0
-707061,-58.519999999999996
-707641,-58.38
-708228,-58.56
-708856,-58.5
-709486,-58.55
-710137,-58.69
-710793,-58.79
-711460,-58.4
-712142,-58.519999999999996
-712858,-58.730000000000004
-713529,-59.7
-714212,-59.76
-714910,-60.09
-715675,-60.730000000000004
-716428,-60.97
-717197,-61.42
-718051,-61.63
-718814,-62.4
-719693,-63.269999999999996
-720584,-62.82
-721528,-61.64
-722283,-60.25
-723032,-59.68
-723852,-59.57
-724585,-60.6
-725263,-60.46
-725998,-60.55
-726712,-60.33
-727419,-60.19
-728100,-59.81
-728759,-59.730000000000004
-729381,-59.78
-729996,-59.35
-730652,-58.7
-731291,-58.29
-731853,-58.43
-732377,-58.45
-732893,-58.65
-733386,-58.49
-733905,-58.22
-734405,-58.53
-734887,-58.97
-735404,-59.019999999999996
-735859,-59.26
-736344,-59.88
-736849,-60.12
-737327,-60.769999999999996
-737828,-61.66
-738344,-62.58
-738917,-62.74
-739515,-62.75
-740136,-62.97
-740757,-63.1
-741375,-63.45
-741984,-63.34
-742595,-63.17
-743221,-62.91
-743832,-63.06
-744425,-63.06
-744997,-63.12
-745570,-63.13
-746141,-63.19
-746692,-63.1
-747253,-62.94
-747816,-62.82
-748372,-63.0
-748928,-63.08
-749478,-63.09
-750040,-62.92
-750611,-62.87
-751189,-62.74
-751766,-62.47
-752350,-62.29
-752936,-62.04
-753525,-61.72
-754110,-60.75
-754693,-60.0
-755270,-59.59
-755808,-59.8
-756315,-60.269999999999996
-756807,-60.57
-757332,-60.93
-757888,-61.62
-758467,-61.769999999999996
-759072,-61.83
-759742,-61.22
-760437,-60.28
-761133,-59.66
-761811,-59.22
-762449,-59.26
-763066,-59.6
-763678,-60.06
-764288,-60.72
-764930,-60.9
-765608,-60.5
-766349,-59.83
-767122,-59.04
-767881,-58.34
-768609,-58.3
-769299,-58.43
-769957,-58.82
-770603,-59.019999999999996
-771289,-58.63
-772007,-58.32
-772753,-57.97
-773492,-57.46
-774209,-57.19
-774911,-57.2
-775586,-57.17
-776251,-56.84
-776923,-56.67
-777599,-56.63
-778259,-56.67
-778913,-56.87
-779569,-56.78
-780230,-56.34
-780906,-56.54
-781578,-56.2
-782223,-56.21
-782880,-55.65
-783520,-55.55
-784155,-55.54
-784756,-55.13
-785348,-55.04
-785935,-56.25
-786492,-56.87
-787069,-57.09
-787685,-57.59
-788332,-58.2
-788987,-58.769999999999996
-789668,-59.55
-790381,-60.11
-791129,-60.41
-791926,-61.01
-792758,-61.83
-793606,-62.730000000000004
-794499,-63.03
-795458,-63.230000000000004
-796493,-63.04
-797551,-63.38
-798639,-63.42
-799712,-63.32
